track_id,timestamp,x_bev,y_bev
1,1746969583.3509364,592.5172413793103,240.0
1,1746969583.5818172,595.9406307977737,242.19294990723563
1,1746969583.8163066,596.3246753246754,243.1948051948052
1,1746969584.0635874,596.708719851577,244.1966604823748
1,1746969584.3071718,597.0927643784787,245.19851576994438
1,1746969584.5527444,597.4768089053804,246.20037105751396
1,1746969584.7945826,597.860853432282,247.20222634508355
1,1746969585.0366921,598.2448979591837,248.20408163265313
1,1746969585.2732935,598.6289424860854,249.2059369202227
1,1746969585.517596,599.0129870129871,250.2077922077923
1,1746969585.7640033,599.3970315398888,251.20964749536188
1,1746969586.0045655,599.7810760667904,252.21150278293146
1,1746969586.2454298,600.1651205936921,253.21335807050104
1,1746969586.4861214,600.5491651205938,254.21521335807063
1,1746969586.721175,600.9332096474955,255.2170686456402
1,1746969586.968309,601.3172541743971,256.2189239332098
1,1746969587.201918,601.7012987012988,257.2207792207794
1,1746969587.4469209,602.0853432282005,258.22263450834896
1,1746969587.715193,602.4693877551022,259.22448979591854
1,1746969587.9585245,602.8534322820038,260.2263450834881
1,1746969588.2109263,603.2374768089055,261.2282003710577
1,1746969588.441248,565.0495790413813,233.03752307234296
1,1746969588.679208,562.8739100922893,232.10210181601667
1,1746969588.9216251,560.6982411431973,231.16668055969038
1,1746969589.1650484,558.5225721941052,230.23125930336408
1,1746969589.4047186,556.3469032450132,229.2958380470378
1,1746969589.6440394,554.1712342959212,228.3604167907115
1,1746969589.8860385,551.9955653468292,227.4249955343852
1,1746969590.127402,549.8198963977371,226.4895742780589
1,1746969590.3718135,547.6442274486451,225.55415302173262
1,1746969590.6464653,545.4685584995531,224.61873176540632
1,1746969590.912302,543.292889550461,223.68331050908003
1,1746969591.1868908,541.117220601369,222.74788925275374
1,1746969591.4393022,538.941551652277,221.81246799642744
1,1746969591.6985445,536.765882703185,220.87704674010115
1,1746969591.960058,534.5902137540929,219.94162548377486
1,1746969592.194602,532.4145448050009,219.00620422744856
1,1746969592.4341705,530.2388758559089,218.07078297112227
1,1746969592.6840255,528.0632069068168,217.13536171479598
1,1746969592.9481688,525.8875379577248,216.19994045846968
1,1746969593.1906714,523.7118690086328,215.2645192021434
1,1746969593.4342031,521.5362000595408,214.3290979458171
1,1746969593.6642056,519.3605311104487,213.3936766894908
1,1746969593.9022095,517.1848621613567,212.4582554331645
1,1746969594.1481273,515.0091932122647,211.52283417683822
1,1746969594.3897567,512.8335242631726,210.58741292051192
1,1746969594.6281533,510.6578553140807,209.65199166418563
1,1746969594.8672526,508.4821863649887,208.71657040785934
1,1746969595.1160653,506.30651741589674,207.78114915153304
1,1746969595.3761895,504.13084846680476,206.84572789520675
1,1746969595.6250358,501.9551795177128,205.91030663888046
1,1746969595.8702207,499.7795105686208,204.97488538255416
1,1746969596.1117764,497.60384161952885,204.03946412622787
1,1746969596.35295,495.4281726704369,203.10404286990158
1,1746969596.595496,493.2525037213449,202.16862161357528
1,1746969596.84128,491.07683477225294,201.233200357249
1,1746969597.0923645,488.90116582316097,200.2977791009227
1,1746969597.3389134,486.725496874069,199.3623578445964
1,1746969597.5794992,484.549827924977,198.4269365882701
1,1746969597.8157504,482.37415897588505,197.49151533194382
1,1746969598.0525308,480.1984900267931,196.55609407561752
1,1746969598.329784,478.0228210777011,195.62067281929123
1,1746969598.5745723,475.84715212860914,194.68525156296494
1,1746969598.8081713,473.67148317951717,193.74983030663864
1,1746969599.0370739,471.4958142304252,192.81440905031235
1,1746969599.2799733,469.3201452813332,191.87898779398606
1,1746969599.5186894,467.14447633224125,190.94356653765976
1,1746969599.7615378,464.9688073831493,190.00814528133347
1,1746969600.0063992,462.7931384340573,189.07272402500718
1,1746969600.2472944,460.61746948496534,188.13730276868088
