track_id,timestamp,x_bev,y_bev,cam_id
1,2025-05-15T00:50:43.619269,5.259217661007023,1.6557439769700062,1.0
1,2025-05-15T00:50:43.832018,5.277926885415387,1.6529854681138578,1.0
1,2025-05-15T00:50:44.035209,5.185934846910283,1.6124216126710245,1.0
1,2025-05-15T00:50:44.245891,5.185934846910283,1.6124216126710245,1.0
1,2025-05-15T00:50:44.457348,5.277926885415387,1.6529854681138578,1.0
1,2025-05-15T00:50:44.671509,5.185934846910283,1.6124216126710245,1.0
1,2025-05-15T00:50:44.923429,5.185934846910283,1.6124216126710245,1.0
1,2025-05-15T00:50:45.151970,5.259217661007023,1.6557439769700062,1.0
1,2025-05-15T00:50:45.373950,5.185934846910283,1.6124216126710245,1.0
1,2025-05-15T00:50:45.590168,5.167523550805794,1.6151376260825758,1.0
1,2025-05-15T00:50:45.803417,5.259217661007023,1.6557439769700062,1.0
1,2025-05-15T00:50:46.017837,5.277926885415387,1.6529854681138578,1.0
1,2025-05-15T00:50:46.233111,5.259217661007023,1.6557439769700062,1.0
1,2025-05-15T00:50:46.443759,5.167523550805794,1.6151376260825758,1.0
1,2025-05-15T00:50:46.658050,5.277926885415387,1.6529854681138578,1.0
1,2025-05-15T00:50:46.873448,5.2043471168672175,1.6097054555978705,1.0
1,2025-05-15T00:50:47.107780,5.277926885415387,1.6529854681138578,1.0
1,2025-05-15T00:50:47.387311,5.277926885415387,1.6529854681138578,1.0
1,2025-05-15T00:50:47.622533,5.277926885415387,1.6529854681138578,1.0
1,2025-05-15T00:50:47.859009,5.277926885415387,1.6529854681138578,1.0
1,2025-05-15T00:50:48.085163,5.167523550805794,1.6151376260825758,1.0
1,2025-05-15T00:50:48.645318,5.185934846910283,1.6124216126710245,1.0
1,2025-05-15T00:50:48.874317,5.167523550805794,1.6151376260825758,1.0
1,2025-05-15T00:50:49.090294,5.372919655360205,1.6948724949780587,1.0
1,2025-05-15T00:50:49.309780,5.471062414497899,1.7381485084148234,1.0
1,2025-05-15T00:50:49.527199,5.5528506775924935,1.785778122864848,1.0
1,2025-05-15T00:50:49.751099,5.451727442069911,1.740996123503157,1.0
1,2025-05-15T00:50:49.970669,5.451727442069911,1.740996123503157,1.0
1,2025-05-15T00:50:50.204776,5.5528506775924935,1.785778122864848,1.0
1,2025-05-15T00:50:50.435807,5.5528506775924935,1.785778122864848,1.0
1,2025-05-15T00:50:50.659152,5.765683243859358,1.8800301293147537,1.0
1,2025-05-15T00:50:50.884332,5.765683243859358,1.8800301293147537,1.0
1,2025-05-15T00:50:51.165588,5.765683243859358,1.8800301293147537,1.0
1,2025-05-15T00:50:51.384349,5.765683243859358,1.8800301293147537,1.0
1,2025-05-15T00:50:51.594050,5.765683243859358,1.8800301293147537,1.0
1,2025-05-15T00:50:51.817372,5.765683243859358,1.8800301293147537,1.0
1,2025-05-15T00:50:52.083907,5.765683243859358,1.8800301293147537,1.0
2,2025-05-15T00:50:52.083995,2.34903355190026,0.5770696845200471,1.0
1,2025-05-15T00:50:52.300761,5.765683243859358,1.8800301293147537,1.0
2,2025-05-15T00:50:52.300927,2.3129363636172093,0.5653355025872663,1.0
1,2025-05-15T00:50:52.520195,5.765683243859358,1.8800301293147537,1.0
2,2025-05-15T00:50:52.520277,2.36474793465836,0.5921639436005339,1.0
1,2025-05-15T00:50:52.737631,4.973781645767481,1.7536898113478492,1.0
2,2025-05-15T00:50:52.737712,2.3857859477123027,0.5890168560155782,1.0
1,2025-05-15T00:50:52.965526,4.988009945815362,1.8092914853908912,1.0
2,2025-05-15T00:50:52.965611,2.4184718418407356,0.6199826073831834,1.0
1,2025-05-15T00:50:53.183217,4.988009945815362,1.8092914853908912,1.0
2,2025-05-15T00:50:53.183336,2.338609546057441,0.5786292793803607,1.0
1,2025-05-15T00:50:53.406087,4.988009945815362,1.8092914853908912,1.0
2,2025-05-15T00:50:53.406170,2.36474793465836,0.5921639436005339,1.0
1,2025-05-15T00:50:53.623749,4.935792363431275,1.7592879442846494,1.0
2,2025-05-15T00:50:53.623842,2.338609546057441,0.5786292793803607,1.0
1,2025-05-15T00:50:53.844188,5.432393543133622,1.743843580489835,1.0
2,2025-05-15T00:50:53.844278,2.328185853642442,0.5801888273469535,1.0
1,2025-05-15T00:50:54.065832,5.432393543133622,1.743843580489835,1.0
2,2025-05-15T00:50:54.065923,2.391364289552247,0.6059461025451393,1.0
1,2025-05-15T00:50:54.286269,5.432393543133622,1.743843580489835,1.0
2,2025-05-15T00:50:54.286469,2.391364289552247,0.6059461025451393,1.0
1,2025-05-15T00:50:54.511057,5.353902702705228,1.6976748492861298,1.0
2,2025-05-15T00:50:54.513126,2.391364289552247,0.6059461025451393,1.0
1,2025-05-15T00:50:54.732918,5.353902702705228,1.6976748492861298,1.0
2,2025-05-15T00:50:54.733093,2.391364289552247,0.6059461025451393,1.0
1,2025-05-15T00:50:54.953593,5.432393543133622,1.743843580489835,1.0
2,2025-05-15T00:50:54.953686,2.391364289552247,0.6059461025451393,1.0
1,2025-05-15T00:50:55.176785,5.451727442069911,1.740996123503157,1.0
2,2025-05-15T00:50:55.176868,2.391364289552247,0.6059461025451393,1.0
1,2025-05-15T00:50:55.397678,5.533187979000868,1.7886723202563866,1.0
2,2025-05-15T00:50:55.397770,2.391364289552247,0.6059461025451393,1.0
1,2025-05-15T00:50:55.620301,5.451727442069911,1.740996123503157,1.0
2,2025-05-15T00:50:55.620397,2.391364289552247,0.6059461025451393,1.0
1,2025-05-15T00:50:55.835394,5.432393543133622,1.743843580489835,1.0
2,2025-05-15T00:50:55.835481,2.391364289552247,0.6059461025451393,1.0
1,2025-05-15T00:50:56.061021,6.620626925327369,2.272315262621669,1.0
2,2025-05-15T00:50:56.061114,2.391364289552247,0.6059461025451393,1.0
1,2025-05-15T00:50:56.290423,5.2398227947245495,1.7144857614966278,1.0
2,2025-05-15T00:50:56.290508,2.391364289552247,0.6059461025451393,1.0
1,2025-05-15T00:50:56.512411,5.090879875139661,1.6805638873523898,1.0
2,2025-05-15T00:50:56.512498,2.391364289552247,0.6059461025451393,1.0
1,2025-05-15T00:50:56.776773,4.96000675139045,1.6998599662819147,1.0
2,2025-05-15T00:50:56.776884,2.391364289552247,0.6059461025451393,1.0
1,2025-05-15T00:50:57.002533,4.286614488438348,1.4532535748714606,1.0
2,2025-05-15T00:50:57.002663,2.391364289552247,0.6059461025451393,1.0
1,2025-05-15T00:50:57.239619,4.754448382326612,1.7301677208494686,1.0
2,2025-05-15T00:50:57.239703,2.391364289552247,0.6059461025451393,1.0
1,2025-05-15T00:50:57.470442,4.754448382326612,1.7301677208494686,1.0
2,2025-05-15T00:50:57.470525,2.2832360522029616,0.5364067731563334,1.0
1,2025-05-15T00:50:57.687214,4.754448382326612,1.7301677208494686,1.0
2,2025-05-15T00:50:57.687304,2.1379916658341984,0.5418972007711585,1.0
1,2025-05-15T00:50:57.905402,4.754448382326612,1.7301677208494686,1.0
2,2025-05-15T00:50:57.905491,2.2569998019228565,0.5568733808163172,1.0
1,2025-05-15T00:50:58.119756,4.754448382326612,1.7301677208494686,1.0
2,2025-05-15T00:50:58.119954,2.2933861200892136,0.5348874242635381,1.0
1,2025-05-15T00:50:58.340303,4.754448382326612,1.7301677208494686,1.0
2,2025-05-15T00:50:58.340390,2.1411663013091107,0.5576729874456644,1.0
1,2025-05-15T00:50:58.559496,4.754448382326612,1.7301677208494686,1.0
2,2025-05-15T00:50:58.559588,2.273086281511487,0.5379260775624751,1.0
1,2025-05-15T00:50:58.784313,4.754448382326612,1.7301677208494686,1.0
2,2025-05-15T00:50:58.784437,2.2587096762031673,0.523824267175441,1.0
1,2025-05-15T00:50:59.001239,4.754448382326612,1.7301677208494686,1.0
2,2025-05-15T00:50:59.001332,2.2587096762031673,0.523824267175441,1.0
1,2025-05-15T00:50:59.214857,4.754448382326612,1.7301677208494686,1.0
2,2025-05-15T00:50:59.214969,2.2587096762031673,0.523824267175441,1.0
1,2025-05-15T00:50:59.443617,4.754448382326612,1.7301677208494686,1.0
2,2025-05-15T00:50:59.443712,2.1947080110125703,0.517431961871828,1.0
1,2025-05-15T00:50:59.663955,4.754448382326612,1.7301677208494686,1.0
2,2025-05-15T00:50:59.664073,2.224630190375088,0.5129515633181307,1.0
1,2025-05-15T00:50:59.890542,4.754448382326612,1.7301677208494686,1.0
2,2025-05-15T00:50:59.890626,2.2285262317300543,0.528343090721201,1.0
1,2025-05-15T00:51:00.128304,4.754448382326612,1.7301677208494686,1.0
2,2025-05-15T00:51:00.128422,2.1379916658341984,0.5418972007711585,1.0
1,2025-05-15T00:51:00.353349,4.754448382326612,1.7301677208494686,1.0
2,2025-05-15T00:51:00.353445,2.1379916658341984,0.5418972007711585,1.0
1,2025-05-15T00:51:00.585041,4.754448382326612,1.7301677208494686,1.0
2,2025-05-15T00:51:00.585154,2.204681783786201,0.5159385386632946,1.0
1,2025-05-15T00:51:00.834745,4.754448382326612,1.7301677208494686,1.0
